Label,Timestamp,Nose_x,Nose_y,Nose_z,Left eye inner_x,Left eye inner_y,Left eye inner_z,Left eye_x,Left eye_y,Left eye_z,Left eye outer_x,Left eye outer_y,Left eye outer_z,Right eye inner_x,Right eye inner_y,Right eye inner_z,Right eye_x,Right eye_y,Right eye_z,Right eye outer_x,Right eye outer_y,Right eye outer_z,Left ear_x,Left ear_y,Left ear_z,Right ear_x,Right ear_y,Right ear_z,Mouth left_x,Mouth left_y,Mouth left_z,Mouth right_x,Mouth right_y,Mouth right_z,Left shoulder_x,Left shoulder_y,Left shoulder_z,Right shoulder_x,Right shoulder_y,Right shoulder_z,Left elbow_x,Left elbow_y,Left elbow_z,Right elbow_x,Right elbow_y,Right elbow_z,Left wrist_x,Left wrist_y,Left wrist_z,Right wrist_x,Right wrist_y,Right wrist_z,Left pinky_x,Left pinky_y,Left pinky_z,Right pinky_x,Right pinky_y,Right pinky_z,Left index_x,Left index_y,Left index_z,Right index_x,Right index_y,Right index_z,Left thumb_x,Left thumb_y,Left thumb_z,Right thumb_x,Right thumb_y,Right thumb_z,Left hip_x,Left hip_y,Left hip_z,Right hip_x,Right hip_y,Right hip_z,Left knee_x,Left knee_y,Left knee_z,Right knee_x,Right knee_y,Right knee_z,Left ankle_x,Left ankle_y,Left ankle_z,Right ankle_x,Right ankle_y,Right ankle_z,Left heel_x,Left heel_y,Left heel_z,Right heel_x,Right heel_y,Right heel_z,Left foot index_x,Left foot index_y,Left foot index_z,Right foot index_x,Right foot index_y,Right foot index_z
Pause,670,0.5397498607635498,0.1648411899805069,0.1068549379706382,0.5542954802513123,0.1549804806709289,0.172576442360878,0.5631626844406128,0.1561215668916702,0.1724137514829635,0.5717024803161621,0.1572837084531784,0.1721993386745453,0.5266784429550171,0.1525913923978805,0.1618764996528625,0.516014039516449,0.1519750505685806,0.1619108915328979,0.5051723122596741,0.1515892893075943,0.1620127260684967,0.577460765838623,0.1674582362174987,0.4592625498771667,0.4792014360427856,0.1593036502599716,0.4006466865539551,0.5538507103919983,0.181932583451271,0.209266260266304,0.5177870392799377,0.1793989390134811,0.1917545050382614,0.6336653232574463,0.2637888789176941,0.525348424911499,0.3912310302257538,0.2552344501018524,0.5138758420944214,0.674795389175415,0.3772805631160736,0.3127368092536926,0.2941941618919372,0.3725699782371521,0.3340681195259094,0.7432016730308533,0.2905726432800293,-0.1014607995748519,0.238428384065628,0.2642160058021545,-0.1594768464565277,0.772146999835968,0.2715960741043091,-0.189857468008995,0.2189788371324539,0.2418556958436966,-0.2448920011520385,0.7668561339378357,0.2610436677932739,-0.1926791220903396,0.2242860645055771,0.233315959572792,-0.2525268793106079,0.7527135610580444,0.2657482922077179,-0.1148978695273399,0.2365773767232895,0.2399978190660476,-0.1760481297969818,0.5918387770652771,0.4720394313335418,-0.0046061654575169,0.4260526299476623,0.4674308896064758,0.0044915019534528,0.6353514194488525,0.6708118319511414,-0.2487709373235702,0.3155104517936706,0.66037917137146,-0.2099958211183548,0.7031145095825195,0.8785727620124817,-0.2594439387321472,0.2296604216098785,0.8710657954216003,-0.1739579886198043,0.6720616817474365,0.915805995464325,-0.2753278315067291,0.2441127896308899,0.9023810029029846,-0.1839211583137512,0.7717733979225159,0.9286609888076782,-0.6210079789161682,0.1843027621507644,0.9340861439704896,-0.5080985426902771
Pause,671,0.5442931056022644,0.1639833599328994,0.1001006886363029,0.559329628944397,0.1543557047843933,0.164770558476448,0.5683342814445496,0.1554632931947708,0.1646158248186111,0.5771336555480957,0.1565273255109787,0.1644112020730972,0.5310570597648621,0.1520767509937286,0.1557635366916656,0.5203354358673096,0.1513963341712951,0.1558184772729873,0.5096814036369324,0.1509328335523605,0.1559327691793441,0.5826443433761597,0.1671319454908371,0.4507657289505005,0.4836973547935486,0.158821552991867,0.3997343778610229,0.5580887794494629,0.1811603456735611,0.2026331573724746,0.522631049156189,0.1786482632160186,0.1874431818723678,0.636762261390686,0.263753205537796,0.5160466432571411,0.3954091370105743,0.2556425929069519,0.5102393627166748,0.6779616475105286,0.3773679137229919,0.2874196767807007,0.295738935470581,0.372242122888565,0.3252848982810974,0.7458940148353577,0.2905622124671936,-0.1478994935750961,0.2402752339839935,0.2645075917243957,-0.1643969118595123,0.7738308906555176,0.2715721726417541,-0.2366238534450531,0.2197859585285186,0.242101714015007,-0.2488485276699066,0.7687103748321533,0.2610180079936981,-0.237287163734436,0.2256092578172683,0.2334339022636413,-0.2557595074176788,0.754870593547821,0.265720784664154,-0.1608059406280517,0.2385871112346649,0.2402570098638534,-0.1805150061845779,0.5926772952079773,0.4723382294178009,-0.0047293119132518,0.4273419678211212,0.4680932462215423,0.0045935120433568,0.6372973322868347,0.6705085039138794,-0.2466064989566803,0.3163779675960541,0.6594946980476379,-0.2107709944248199,0.7037819027900696,0.8784318566322327,-0.2510922253131866,0.2272317111492157,0.8707844614982605,-0.1748186647891998,0.6724537014961243,0.9156426191329956,-0.2663100659847259,0.2430117279291153,0.9023144841194152,-0.1841887384653091,0.7736483812332153,0.9284275770187378,-0.6142557859420776,0.1833812296390533,0.9341011643409728,-0.5098313689231873
Pause,672,0.5464634895324707,0.162092849612236,0.1395955234766006,0.5609345436096191,0.152723953127861,0.2062458395957946,0.5697802305221558,0.1536808758974075,0.2060847729444503,0.5785695910453796,0.1545555591583252,0.2059112340211868,0.5335906744003296,0.1508340090513229,0.1969882696866989,0.523368239402771,0.1502565890550613,0.1970396935939788,0.5134168863296509,0.1498288363218307,0.1970833092927932,0.5839592814445496,0.1653781682252884,0.4855830371379852,0.4885033369064331,0.1578190177679062,0.4328539073467254,0.5600111484527588,0.1786907464265823,0.2379869818687439,0.5263079404830933,0.1762015670537948,0.2220476567745208,0.6383110284805298,0.263658732175827,0.5261940360069275,0.3985882401466369,0.2557492554187774,0.5214068293571472,0.6799864172935486,0.3773431479930877,0.3014294803142547,0.2971681952476501,0.3715463280677795,0.3302230536937713,0.7466882467269897,0.2906225025653839,-0.1281948089599609,0.2413537204265594,0.2645660042762756,-0.1562715023756027,0.7750549912452698,0.2715306580066681,-0.2168538719415664,0.2208893001079559,0.2421188652515411,-0.2403276562690735,0.7706860303878784,0.2609948813915252,-0.2196266651153564,0.2271995991468429,0.2334345281124115,-0.2465034425258636,0.7561096549034119,0.2657057046890259,-0.1417391896247863,0.2402347773313522,0.2402548342943191,-0.1721538305282592,0.5953823924064636,0.4723179042339325,-0.0060454225167632,0.4324968159198761,0.4678171873092651,0.0058270473964512,0.6384910345077515,0.670049786567688,-0.2470370829105377,0.3199506402015686,0.6526585221290588,-0.2128182500600814,0.704552173614502,0.878463089466095,-0.2789680063724518,0.2268392294645309,0.8703901767730713,-0.205805093050003,0.6725793480873108,0.9156328439712524,-0.2975172698497772,0.2428009063005447,0.9023000001907348,-0.2170990407466888,0.7756696939468384,0.9284223914146424,-0.6467797160148621,0.1833708137273788,0.9340740442276,-0.5372247695922852
Pause,673,0.5469857454299927,0.1609486639499664,0.1518502831459045,0.561564564704895,0.1515511870384216,0.2186071127653122,0.5703534483909607,0.1524444222450256,0.2184528708457946,0.5791963338851929,0.1532573401927948,0.2182972729206085,0.5346124768257141,0.1498247683048248,0.2101854830980301,0.524629533290863,0.1493211090564727,0.2102196961641311,0.5148396492004395,0.1489365249872207,0.2102687060832977,0.5850527286529541,0.1640400737524032,0.4986879229545593,0.4914021790027618,0.1568979173898697,0.4496034383773803,0.5608174800872803,0.1771693378686905,0.2507360279560089,0.5275210738182068,0.1748528182506561,0.2357278317213058,0.6395938396453857,0.2636294066905975,0.5331243276596069,0.4004722237586975,0.2557519376277923,0.5386894345283508,0.6821430325508118,0.3774747848510742,0.3098878264427185,0.2983982563018799,0.3711552917957306,0.3356993496417999,0.7467204332351685,0.291344940662384,-0.1198951452970504,0.2434045821428299,0.2646172642707824,-0.1510161459445953,0.7763006091117859,0.272359162569046,-0.2080035060644149,0.2227150946855545,0.2423002868890762,-0.2364116460084915,0.7726969122886658,0.2614712119102478,-0.2118839770555496,0.229797288775444,0.2334774583578109,-0.2412991523742675,0.7572243809700012,0.2663176357746124,-0.1338260471820831,0.2433781921863556,0.2402751743793487,-0.1666201055049896,0.5968697667121887,0.4723695516586303,-0.0082630394026637,0.4353982508182525,0.4678078591823578,0.0080073177814483,0.6408681273460388,0.6681248545646667,-0.2798274755477905,0.3214060068130493,0.6467152237892151,-0.2841279506683349,0.7053257822990417,0.8781067132949829,-0.3508825600147247,0.2271573990583419,0.8702861070632935,-0.3224116563796997,0.6731773018836975,0.9153316617012024,-0.3724372088909149,0.2432587444782257,0.9023143649101256,-0.3362211585044861,0.7758195996284485,0.9279285669326782,-0.7284268140792847,0.183020070195198,0.93440842628479,-0.6699978113174438
Pause,674,0.5467310547828674,0.1597160398960113,0.1500704139471054,0.5615294575691223,0.1506498157978058,0.2157209664583206,0.5703138709068298,0.1515686810016632,0.2155646532773971,0.5791882276535034,0.1524230390787124,0.2153919786214828,0.53465336561203,0.1489130556583404,0.2073590010404586,0.524833083152771,0.1484707444906234,0.20740307867527,0.5150642395019531,0.1481443047523498,0.20746611058712,0.5854976177215576,0.1632262915372848,0.4968284964561462,0.492269903421402,0.1562639027833938,0.4488908350467682,0.5608031153678894,0.1758056581020355,0.2495032399892807,0.5273197889328003,0.1734332889318466,0.2346374094486236,0.6401708722114563,0.2636281251907348,0.5358219146728516,0.4016187191009521,0.255747526884079,0.5365495681762695,0.6841775178909302,0.3777007758617401,0.3180041015148163,0.3009247183799743,0.3706383109092712,0.3323273360729217,0.7467989921569824,0.2916924655437469,-0.0886162593960762,0.2457603216171264,0.2646704316139221,-0.1715233474969864,0.7773929834365845,0.2729120850563049,-0.1731966584920883,0.2252530753612518,0.2424494326114654,-0.2595335245132446,0.7744219899177551,0.2618161737918854,-0.1803319752216339,0.2326724678277969,0.2334941327571869,-0.2633563876152038,0.7583149075508118,0.2667479515075683,-0.1033780351281166,0.2462488859891891,0.240289106965065,-0.1866901814937591,0.5977208614349365,0.4721094965934753,-0.0082432096824049,0.4363065659999847,0.4676664173603058,0.0079884519800543,0.6420480012893677,0.6637818217277527,-0.2870286405086517,0.3258436322212219,0.6449569463729858,-0.2791694700717926,0.7056962251663208,0.8781092166900635,-0.3496787250041961,0.2304010093212127,0.8702565431594849,-0.303832083940506,0.6736450791358948,0.9152382612228394,-0.3700902163982391,0.246678277850151,0.9023500680923462,-0.3165113031864166,0.7753822803497314,0.9279274344444276,-0.7221841812133789,0.1902020722627639,0.934373676776886,-0.644602358341217
Pause,675,0.5463538765907288,0.1596055775880813,0.1058772727847099,0.5612228512763977,0.1505526900291443,0.1710539758205413,0.5700142979621887,0.1515094935894012,0.1709071993827819,0.5788931250572205,0.1524111479520797,0.1707344651222229,0.53437340259552,0.1487604528665542,0.1634996831417083,0.5246202945709229,0.1483340710401535,0.1635572761297226,0.5148460865020752,0.1480361819267273,0.1636644452810287,0.5854771137237549,0.1631891280412674,0.4648205935955047,0.4921556711196899,0.1562098860740661,0.4199608862400055,0.5605498552322388,0.1757595539093017,0.2120743244886398,0.5268635153770447,0.1733728051185608,0.1984420716762542,0.6401920318603516,0.2634579241275787,0.5307310223579407,0.4021317958831787,0.2557322084903717,0.5372070670127869,0.6848872900009155,0.3774146437644958,0.3203632533550262,0.3024109005928039,0.3696730434894562,0.3344072103500366,0.7470102310180664,0.2918967604637146,-0.0991819947957992,0.2470631301403045,0.2646897137165069,-0.1895681917667389,0.7780153751373291,0.2735294103622436,-0.1871112734079361,0.2276602685451507,0.2426288276910781,-0.2822704315185547,0.7752569913864136,0.2621135413646698,-0.1995260864496231,0.2352965623140335,0.233531579375267,-0.2873317301273346,0.7590337991714478,0.2670934498310089,-0.1161946579813957,0.2484194934368133,0.2403001487255096,-0.2062152177095413,0.5986254811286926,0.4702413976192474,-0.0085941720753908,0.4380722641944885,0.4658193588256836,0.0083767296746373,0.642651379108429,0.6631509065628052,-0.3082504570484161,0.3349757790565491,0.640241801738739,-0.300851970911026,0.7057023048400879,0.8781057000160217,-0.3427984714508056,0.2456385642290115,0.870360255241394,-0.3006854057312011,0.6741644144058228,0.9148455262184144,-0.3621096909046173,0.2667451202869415,0.9034993052482604,-0.3134708702564239,0.7734707593917847,0.9277188181877136,-0.7284417748451233,0.1932571232318878,0.9343074560165404,-0.6595855355262756
Pause,676,0.5462160706520081,0.1596603244543075,0.0363505780696868,0.5609992742538452,0.1505686193704605,0.1029208749532699,0.5697843432426453,0.1515276581048965,0.1027764454483985,0.5786833763122559,0.1524269431829452,0.1025953441858291,0.5341511368751526,0.148772731423378,0.0969332531094551,0.5243753790855408,0.1483491957187652,0.0969931110739708,0.5145755410194397,0.1480634659528732,0.0971228629350662,0.5853291749954224,0.163251981139183,0.4128771722316742,0.4918142259120941,0.1566304415464401,0.3748035430908203,0.5604302287101746,0.1758579462766647,0.149181842803955,0.526735246181488,0.1734787672758102,0.1376303285360336,0.6409924626350403,0.2633094191551208,0.5040973424911499,0.4036931991577148,0.2564877569675445,0.5348159670829773,0.6849511861801147,0.3765888810157776,0.3064258694648742,0.3023028671741485,0.3695411086082458,0.3379401266574859,0.7501482963562012,0.290532648563385,-0.1424567103385925,0.2463081628084182,0.2664405107498169,-0.2299626767635345,0.7790178060531616,0.2720535099506378,-0.2315682172775268,0.2276138812303543,0.2436732500791549,-0.3245710730552673,0.7754958868026733,0.2610054314136505,-0.243094801902771,0.2353781312704086,0.2339407503604889,-0.3248588740825653,0.7597913146018982,0.2662647664546966,-0.1585905253887176,0.2481939792633056,0.2408716976642608,-0.2450488656759262,0.5989227890968323,0.4694515168666839,-0.0100972224026918,0.4388994872570038,0.4658065438270569,0.0099489605054259,0.6405166983604431,0.662829577922821,-0.3408247232437134,0.3362156748771667,0.6401056051254272,-0.3125783205032348,0.7056052684783936,0.8772299885749817,-0.3533814251422882,0.2488052099943161,0.8703564405441284,-0.3019013404846191,0.6746619939804077,0.9139883518218994,-0.3710527122020721,0.2716876268386841,0.9035130143165588,-0.3153159320354461,0.7777330279350281,0.9276036024093628,-0.7475132346153259,0.1962607353925705,0.9337182641029358,-0.680135190486908
Pause,677,0.5461079478263855,0.1599570363759994,-0.0056783640757203,0.5608027577400208,0.1507278382778167,0.0602488704025745,0.5696011781692505,0.1517006456851959,0.060088999569416,0.5784920454025269,0.1526317000389099,0.0598880425095558,0.5339774489402771,0.1488752216100692,0.0547864101827144,0.5241931676864624,0.148456260561943,0.0548463091254234,0.5143852233886719,0.1481868326663971,0.0549907535314559,0.585332989692688,0.1635141521692276,0.3761033415794372,0.4915831387042999,0.1571551859378814,0.341352254152298,0.5602794885635376,0.1763282865285873,0.1098634675145149,0.5264445543289185,0.174038752913475,0.0991925001144409,0.641349196434021,0.2633324265480041,0.4794909358024597,0.4041374921798706,0.2571471035480499,0.5236261487007141,0.6848797798156738,0.3763596415519714,0.2770938277244568,0.3028268218040466,0.3695203363895416,0.3301357626914978,0.7514196634292603,0.2904210090637207,-0.2013153880834579,0.2462450712919235,0.2668687403202057,-0.2739731967449188,0.7797083854675293,0.2719067633152008,-0.2946735918521881,0.2276399433612823,0.2441036105155944,-0.3731557428836822,0.7757581472396851,0.2609589695930481,-0.3074527680873871,0.2353029251098632,0.2339989244937896,-0.3747908174991607,0.7603273391723633,0.2662156224250793,-0.2184381484985351,0.2481216639280319,0.2409424185752868,-0.2903276085853576,0.5988756418228149,0.4694478809833526,-0.0135692786425352,0.4386776387691498,0.4662928283214569,0.0135212559252977,0.6388721466064453,0.6620040535926819,-0.3597747683525085,0.3346011638641357,0.6408985257148743,-0.3050917983055115,0.7055252194404602,0.8765742182731628,-0.3619246184825897,0.2484950274229049,0.8708344101905823,-0.2942433655261993,0.6748756170272827,0.9134124517440796,-0.3786420226097107,0.272266149520874,0.9043560028076172,-0.3082179725170135,0.7802847623825073,0.9276002049446106,-0.7603703737258911,0.1960949450731277,0.9340757131576538,-0.6773654222488403
Pause,678,0.5470169186592102,0.1615586280822754,0.0079608559608459,0.5617233514785767,0.1515697091817855,0.0700843781232833,0.5704482197761536,0.1525792330503463,0.0699643865227699,0.5790166854858398,0.1535913050174713,0.0699019208550453,0.5347282290458679,0.1495325267314911,0.0614694878458976,0.52461838722229,0.149018332362175,0.0614733360707759,0.5145235657691956,0.1487063914537429,0.0615117475390434,0.5853375792503357,0.1642545163631439,0.3914752900600433,0.4913823902606964,0.1578791737556457,0.35919389128685,0.5611339807510376,0.1784831881523132,0.1121782660484314,0.5264922976493835,0.1761998683214187,0.1035595089197158,0.6412788033485413,0.2633523046970367,0.4928962290287018,0.4039570093154907,0.2572114169597626,0.5253257751464844,0.6847100257873535,0.3761844038963318,0.300954133272171,0.302863597869873,0.3695222437381744,0.3814619183540344,0.7518414258956909,0.2907959222793579,-0.1266598999500274,0.2449102103710174,0.2672610878944397,-0.0826287046074867,0.7799795866012573,0.2722049057483673,-0.2038673460483551,0.2272389978170395,0.2443880587816238,-0.1582576781511306,0.775817334651947,0.2612783312797546,-0.2171788811683654,0.2349534332752227,0.2340879738330841,-0.1553019732236862,0.7605039477348328,0.2663969099521637,-0.1425376683473587,0.2471702843904495,0.2410844266414642,-0.0938450768589973,0.5980491042137146,0.4693153798580169,-0.0151594411581754,0.4382507801055908,0.4662907719612121,0.0150879528373479,0.6381555795669556,0.6602013111114502,-0.3533975183963775,0.3343475759029388,0.6414353847503662,-0.3009229600429535,0.7049927711486816,0.8759752511978149,-0.3926037549972534,0.2488247603178024,0.8727803826332092,-0.3203416168689728,0.6746734380722046,0.9133539795875548,-0.4106335341930389,0.2734530568122864,0.907387673854828,-0.3358494341373443,0.7808408737182617,0.9275923371315002,-0.7616325616836548,0.194344088435173,0.934390127658844,-0.6807969808578491
Pause,679,0.5479991436004639,0.1625390350818634,0.026559505611658,0.5628008246421814,0.1521677672863006,0.0898160263895988,0.5715139508247375,0.1532289683818817,0.0896640792489051,0.5799176096916199,0.1543038040399551,0.0894888937473297,0.535552442073822,0.149942085146904,0.081575870513916,0.5252556204795837,0.149350106716156,0.0816227793693542,0.5149655342102051,0.149002805352211,0.0817130655050277,0.585662841796875,0.1648094058036804,0.3922067284584045,0.4912255704402923,0.1582299917936325,0.3490763902664184,0.5621230602264404,0.1797037571668625,0.1337199807167053,0.5267781615257263,0.1772737503051757,0.1210565790534019,0.6412938833236694,0.2634387016296386,0.4867137670516968,0.4037923812866211,0.2573192119598388,0.5058733820915222,0.6846514940261841,0.3762015402317047,0.3035672307014465,0.3028030395507812,0.3695864677429199,0.3615343868732452,0.7519218325614929,0.2910503447055816,-0.1127772703766822,0.244513526558876,0.2677208185195923,-0.1014844998717308,0.780126690864563,0.2722549438476562,-0.1890392005443573,0.2272107899188995,0.2445797622203827,-0.1885191202163696,0.7758002877235413,0.261303037405014,-0.1974696815013885,0.234896183013916,0.2342349886894226,-0.1925191730260849,0.7605282068252563,0.2663978636264801,-0.1261994242668151,0.2471181452274322,0.2412877231836319,-0.1181774362921714,0.5964993238449097,0.4694540798664093,-0.0151092512533068,0.4365288317203522,0.4670253694057464,0.0150331724435091,0.6372997164726257,0.6591474413871765,-0.3451281487941742,0.3334815800189972,0.6446586847305298,-0.2998310923576355,0.7048777937889099,0.8755601644515991,-0.3782025873661041,0.249246746301651,0.8755514621734619,-0.3175095021724701,0.6746842265129089,0.9133138060569764,-0.3957459330558777,0.2743532955646515,0.9101308584213256,-0.332263171672821,0.7807908654212952,0.9275872111320496,-0.7483438849449158,0.1942161321640014,0.934589684009552,-0.6767348051071167
